num,name,blog or review,visitor review content 
33,배곧 초당옥도나스라운지,방문자 리뷰,조아오
34,배곧 초당옥도나스라운지,방문자 리뷰,맛잏어요
35,배곧 초당옥도나스라운지,방문자 리뷰,굿
1,배곧 별미지교 시흥점,방문자 리뷰,가성비 대비굿! 단체모임도 좋네요
2,배곧 별미지교 시흥점,방문자 리뷰,"음식 종류가 많아서 14000원이면 가성비가 좋다고 생각했으나 맛있는 음식이 하나도 없었으며 주방에 일하는분이 안먹은 상추를 버리지 않고 따로 빼놓는걸 봤음
.. 그래서 카운터에 물어보니 절대 그런일 없다며 주방에 일하는분이 먹으려고 빼놓은거 아니냐며.. 설마 아무리 먹을게 없어도 일하는 사람이 손님이 먹다 남은 상
추만 따로 빼서 먹을까요? 진짜 기분 나쁘고 정말 돈이 너무 아까웠네요.. 왠만하면 그냥 먹는 남편이 어쩜 음식이 하나같이 맛없냐며 빨리 나가자고 하더라..."
3,배곧 별미지교 시흥점,방문자 리뷰,종류가 너무 적어요 값이 비싸고 맛는보통 먹을 것이 없어요 그데돈는14000원이라 사기당해는느낌
4,배곧 별미지교 시흥점,방문자 리뷰,같은 별미지교인데 구리점이랑 많이 다르네요ㅜㅜ 여기가 종류도 많고 맛있어요!!!
5,배곧 별미지교 시흥점,방문자 리뷰,⭐️⭐️⭐️
6,배곧 별미지교 시흥점,방문자 리뷰,맛있게 먹었습니다^^
7,배곧 별미지교 시흥점,방문자 리뷰,넓고 맛있어요
8,배곧 별미지교 시흥점,방문자 리뷰,"혼밥하기도 괜찮고, 다양한 메뉴가 있어서 이것저것 먹고 싶을 때 좋아요. 주차도 편하고 바로 옆에 놀이터가 있어서 아이들있는 집은 좋을 것 같습니다."
9,배곧 별미지교 시흥점,방문자 리뷰,"종류도 많고 성인1만원에 이정도 퀄리티는 주변에서 한번도 못봤어요!!  재료도 신선하구 반찬도 다양해서 너무 좋네요! 혼밥하시는분들도 계셔서 혼밥도 부담없
어요! 친철함에 더더욱 기분좋아지는 곳이었습니다!"
10,배곧 별미지교 시흥점,방문자 리뷰,가격대비 종류도 많고 괜찮아요~
11,배곧 별미지교 시흥점,방문자 리뷰,굿굿굿 재방문하겠음
12,배곧 별미지교 시흥점,방문자 리뷰,"매장이 넓어 쾌적하고
놀이터가 앞에 있어 
아이들하고 가기 좋은 곳입니다."
13,배곧 별미지교 시흥점,방문자 리뷰,한식뷔페
14,배곧 별미지교 시흥점,방문자 리뷰,잘 이용하고 있어요
15,배곧 별미지교 시흥점,방문자 리뷰,굿 가격이 조금 올라서 아쉬워요
16,배곧 별미지교 시흥점,방문자 리뷰,여러가지 다양하고 맛있어요
17,배곧 별미지교 시흥점,방문자 리뷰,"가성비 좋와 다니는 곳이 였는데 아쉽게  가격이 전체 올랐네요!ㅜㅜㅜ
조금 더 비용 추가해서  다른 곳으로 가야할듯!!!"
18,배곧 별미지교 시흥점,방문자 리뷰,"이 많은 음식이 10000원이라니
대박입니다ㅋㅋ
맛도 좋아요!!!"
19,배곧 별미지교 시흥점,방문자 리뷰,"가끔  아점  먹으러 가는  맛집 ★★★★★ 잡채랑  제육볶음  생각나면  고고^&^  전체  적으로  다  맛있어요 (과식주의) ㅎ 매장도  깨끗하고  넓어서  편히  먹기 좋
아요 지하  주차도 편해요 ~"
20,배곧 별미지교 시흥점,방문자 리뷰,맛있어요
21,배곧 별미지교 시흥점,방문자 리뷰,맛있어요
22,배곧 별미지교 시흥점,방문자 리뷰,한식뷔페 처움 가봤는데 가격도 싸고 맛있어서 좋았어요~~!!
23,배곧 별미지교 시흥점,방문자 리뷰,ㆍ
24,배곧 별미지교 시흥점,방문자 리뷰,굿
25,배곧 별미지교 시흥점,방문자 리뷰,좋아요
26,배곧 별미지교 시흥점,방문자 리뷰,식혜맛있어요 ㅎㅎㅎ 분식도 비빔밥도 음식 종류 다양해요
27,배곧 별미지교 시흥점,방문자 리뷰,가성비 좋네요 ㅎㅎㅎ 음식도 맛있구요~
28,배곧 별미지교 시흥점,방문자 리뷰,ㅇㅋ♡
29,배곧 별미지교 시흥점,방문자 리뷰,와...이가격에 이런퀄리티에 커피까지 이렇게 싸도 되는건가요 저희앞으로 외식은 여기서만할듯
30,배곧 별미지교 시흥점,방문자 리뷰,맛없어요 ~다시 방문의사없어요
31,배곧 별미지교 시흥점,방문자 리뷰,굿
32,배곧 별미지교 시흥점,방문자 리뷰,굿
33,배곧 별미지교 시흥점,방문자 리뷰,굿
34,배곧 별미지교 시흥점,방문자 리뷰,맛있게 잘 먹었어요. 생각나는 음식이 있어서 다음에 또 가고싶어요
35,배곧 별미지교 시흥점,방문자 리뷰,맛있게잘먹었어요^^
36,배곧 별미지교 시흥점,방문자 리뷰,좋아요
37,배곧 별미지교 시흥점,방문자 리뷰,좋아요 
38,배곧 별미지교 시흥점,방문자 리뷰,좋아요 
39,배곧 별미지교 시흥점,방문자 리뷰,좋아요 
40,배곧 별미지교 시흥점,방문자 리뷰,가성비 맛집
41,배곧 별미지교 시흥점,방문자 리뷰,굿
42,배곧 별미지교 시흥점,방문자 리뷰,아이들도 잘먹어요
43,배곧 별미지교 시흥점,방문자 리뷰,처음 가봤는데 음식도 괜찮고 친절하고 매장도 널찍해서 좋아요!
44,배곧 별미지교 시흥점,방문자 리뷰,국도 맛있고 반찬이 맛있어요 가성비 좋아요
45,배곧 별미지교 시흥점,방문자 리뷰,굿
46,배곧 별미지교 시흥점,방문자 리뷰,종류도 많고 맛있음
47,배곧 별미지교 시흥점,방문자 리뷰,굿
48,배곧 별미지교 시흥점,방문자 리뷰,굿
49,배곧 별미지교 시흥점,방문자 리뷰,좋아요
50,배곧 별미지교 시흥점,방문자 리뷰,좋아요!!
51,배곧 별미지교 시흥점,방문자 리뷰,굿
52,배곧 별미지교 시흥점,방문자 리뷰,한식부페는 이 곳만 가네요
53,배곧 별미지교 시흥점,방문자 리뷰,가성비가 아주 뛰어납니다. 음식이 완전 맛있다기 보다는 만원으로 많은 음식을 맘껏 배불리 먹을 수 있다는 게 장점입니다. 식사후에 커피도 천원에 마실수 있네요.재방문할 예정입니다.
54,배곧 별미지교 시흥점,방문자 리뷰,굿
55,배곧 별미지교 시흥점,방문자 리뷰,굳
56,배곧 별미지교 시흥점,방문자 리뷰,전체적으로 맛있어요^^
57,배곧 별미지교 시흥점,방문자 리뷰,"종류도다양하고 맛도 좋고,친절하고 ,
홀도 넓어서  복잡하지않아요!
가성비 좋아요!"
58,배곧 별미지교 시흥점,방문자 리뷰,맛있어요!!
59,배곧 별미지교 시흥점,방문자 리뷰,자주 가는 곳
60,배곧 별미지교 시흥점,방문자 리뷰,좋아요
61,배곧 별미지교 시흥점,방문자 리뷰,조아요
62,배곧 별미지교 시흥점,방문자 리뷰,"저는 애슐리 같은 곳 보다 좋네요
숭늉 같은 것도 먹을 수 있고요
젓갈 종류도 다양해서 좋아요"
63,배곧 별미지교 시흥점,방문자 리뷰,만원의 만찬입니다^^ 좋아욤^^
64,배곧 별미지교 시흥점,방문자 리뷰,여사장님 친절합니다 맛있는음식도 많고 청결합니다^^영수증콕 인증했어요ㅋㅋ
65,배곧 별미지교 시흥점,방문자 리뷰,안주용 반찬 너무 잘먹었네요 닭발 곱창 돼지껍질 쭈꾸미♡
66,배곧 별미지교 시흥점,방문자 리뷰,굿
67,배곧 별미지교 시흥점,방문자 리뷰,특별히 손님오시면 모시고 가기에 무난해요
68,배곧 별미지교 시흥점,방문자 리뷰,좋아요
69,배곧 별미지교 시흥점,방문자 리뷰,맛나요
70,배곧 별미지교 시흥점,방문자 리뷰,굿~
71,배곧 별미지교 시흥점,방문자 리뷰,👍👍👍👍👍
72,배곧 별미지교 시흥점,방문자 리뷰,맛은 있는데 조금 비싼느낌^^;
73,배곧 별미지교 시흥점,방문자 리뷰,좋아요
74,배곧 별미지교 시흥점,방문자 리뷰,맛이가있네요 항상 더욱더 맛있길 바래요
75,배곧 별미지교 시흥점,방문자 리뷰,굿
76,배곧 별미지교 시흥점,방문자 리뷰,굿
77,배곧 별미지교 시흥점,방문자 리뷰,좋아요
78,배곧 별미지교 시흥점,방문자 리뷰,.
79,배곧 별미지교 시흥점,방문자 리뷰,맛있어요~ 가격대비 좋좋
80,배곧 별미지교 시흥점,방문자 리뷰,가성대비 진짜 맛나요 음식도 생각보다 넘 많고 맛있고 친절하시고 재방문 의사 만땅 있어요 ㅋ뷔페 최오
81,배곧 별미지교 시흥점,방문자 리뷰,굿
82,배곧 별미지교 시흥점,방문자 리뷰,친절해요
83,배곧 별미지교 시흥점,방문자 리뷰,친절해요^^영수증콕~~
84,배곧 별미지교 시흥점,방문자 리뷰,친절해요^^맛있는것도 많아서 좋아요~
85,배곧 별미지교 시흥점,방문자 리뷰,매장이 넓고 깨끗해서 좋아요
86,배곧 별미지교 시흥점,방문자 리뷰,가족끼리 외식 정말 괜찮아요~
87,배곧 별미지교 시흥점,방문자 리뷰,매장도 깨끗하고 음식도 맛있습니다. 갈비탕이 맛있네요. 젓갈류도 깔끔하니 아주 맛있습니다. 스파게티는 보완이 좀 필요해보이나 만원이라는 가격에 비해 다양하게 즐길수있어서 아주 만족스럽습니다.
88,배곧 별미지교 시흥점,방문자 리뷰,굿
89,배곧 별미지교 시흥점,방문자 리뷰,좋아요
90,배곧 별미지교 시흥점,방문자 리뷰,"한식 뷔페인데 튀김, 분식류가 많았어요.금방 배부릅니다~ 비빔밥 나물은 괜찮았어요"
91,배곧 별미지교 시흥점,방문자 리뷰,배고플때 가서 한끼먹기에 괜찮은듯하네요
92,배곧 별미지교 시흥점,방문자 리뷰,쏘쏘해요!
93,배곧 별미지교 시흥점,방문자 리뷰,좋아요~~
94,배곧 별미지교 시흥점,방문자 리뷰,너무맛있어요
95,배곧 별미지교 시흥점,방문자 리뷰,"아...가짓수만 많지 손 가는 음식이 하나도 없네요.
12000원이면 디저트라도 나오든가 해야는데 그냥 6,7000원짜리 한식뷔페가 나을듯
궁금해서 와봤는데 재방문은 안할듯합니다!"
96,배곧 별미지교 시흥점,방문자 리뷰,메뉴 구성 다양하고 종류가 자주 바뀌어서 좋아요 가성비 굿
97,배곧 별미지교 시흥점,방문자 리뷰,다른 점과는 다르게 종류더 더많고 맛있어요
98,배곧 별미지교 시흥점,방문자 리뷰,굿
99,배곧 별미지교 시흥점,방문자 리뷰,좋아요
100,배곧 별미지교 시흥점,방문자 리뷰,맛있게 먹었어요~
101,배곧 별미지교 시흥점,방문자 리뷰,맛잇게 잘먹었어요
102,배곧 별미지교 시흥점,방문자 리뷰,종류도 다양하고 음식도 맛있어서 종종 갑니다ㅎㅎ
103,배곧 별미지교 시흥점,방문자 리뷰,친절해요
104,배곧 별미지교 시흥점,방문자 리뷰,친절해요 
105,배곧 별미지교 시흥점,방문자 리뷰,좋아요
106,배곧 별미지교 시흥점,방문자 리뷰,먹을만한 것 같아요
107,배곧 별미지교 시흥점,방문자 리뷰,음식 종류도 많고 퀄리티도 높아요
108,배곧 별미지교 시흥점,방문자 리뷰,넓어서 좋아요
109,배곧 별미지교 시흥점,방문자 리뷰,좋아요
1,배곧 윌로우 우드,방문자 리뷰,"딸기라떼, 윌로우라떼 맛있네요. 확장한 공간도 멋져요. 세련된 사람이 된 것처럼 느껴지는 공간입니다. 블랙 앤 화이트의 대비가 멋져요."
2,배곧 윌로우 우드,방문자 리뷰,쇼파자리는 단체석이라서 3인부터 앉을 수 있음. 우리는 2인이라 오후1시까지만 있을 수 있었고 1시되면 바로 다른 자리로 옮겨달라고 직원분이 말씀해주심. 옮기기뭐해서 1시에 바로 퇴장함! 라떼가 맛있음 
3,배곧 윌로우 우드,방문자 리뷰,분위기 조아오 아인슈페너 짱
4,배곧 윌로우 우드,방문자 리뷰,"배곧에 넓은 카페가 생겼다길래 가봤습니다 카운터쪽 공간은 밝고 모던한, 옆 방으로 들어가면 검정 파티션으로 전체적 무드를 무겁고 다크하게 인테리어 해놓으
셨어요 전시회 온 것 같은 세련되고 모던한 느낌이라 인테리어에 눈길이 계속 갔네요  음료와 케익도 맛있었어요 윌로우 시그니처 라떼가 정말 맛있어요 꼭드세요
  돼지바 케익(이름은 딴거임)은 너무 달아서 딸기잼을 좀만 덜 넣어주시면 더 좋을것 같아요 뷰도 좋고 사람은 많지만 조용해서자주 갈 것 같습니다 ㅎㅎ"
5,배곧 윌로우 우드,방문자 리뷰,"케이크는 정말 맜있어요
그러나 자리는 불편했어요
테이블이 낮아서 계속 몸을 숙이게 되네요 "
6,배곧 윌로우 우드,방문자 리뷰,"창가 바 자리에 앉았는데 바퀴 의자가 혼자 밀리고 불편했습니다.  그리고 하수구 냄새 신경 쓰셔야 할것같아요. 커피향은 커녕... 처음 카페 들어서자마자 인상이 찌푸려졌어요. 
음료와 케익은 괜찮았습니다. "
7,배곧 윌로우 우드,방문자 리뷰,티라미수 진자 미친놈이구요..얼그레이도 얼그레이맛이 진짜 좋아요 그리고 아메리카노진짜 존맛탱 산미없고 탄맛없고 고소 그 자체예요
8,배곧 윌로우 우드,방문자 리뷰,조용하고 괜츈
9,배곧 윌로우 우드,방문자 리뷰,배곧 오면 윌로우우드 꼭 오는데 티라미수는 장인이 만드나봐요 개존맛임 집에다두고 티라미수만 만들게하고싶음
10,배곧 윌로우 우드,방문자 리뷰,티라미수 맛있고 음료는 평범했어요 인테리어 넘 예뻐요
11,배곧 윌로우 우드,방문자 리뷰,티라미수가 진짜 맛있어요
12,배곧 윌로우 우드,방문자 리뷰,음료도 맛있고 카페 분위기도 너무 좋았어요~~!!
13,배곧 윌로우 우드,방문자 리뷰,분위기 굿. 커피 굿굿. 디저트 굿굿굿.
14,배곧 윌로우 우드,방문자 리뷰,윌로우라떼 존맛… 돼지바도 맛있어용
15,배곧 윌로우 우드,방문자 리뷰,"주차 편해요 그리고 커피 대존맛이요
근데 직원들 모두가 매우 불친절하고
특히 여자 직원분 넘나리 불친절 무서움"
16,배곧 윌로우 우드,방문자 리뷰,"디카페인이 있어서 좋았고, 흑임자라떼 크림이 넘 맛있었어요 인테리어도 이쁜데 좌석이 편한 좌석은 아님 매장은 꽤 크고 직원분도 친절해요"
17,배곧 윌로우 우드,방문자 리뷰,"분위기,인테리어 너무좋아요
티라미수 맛있어요"
18,배곧 윌로우 우드,방문자 리뷰,"동네 커피맛집 찾으러다니는거 좋아해서 방문 라떼+아인슈페너+티라미스 주문 라떼는 대중적인 커피 맛보다 못함 아인슈페너 크림도 평균정도임 인테리어는 너
무 잘해놔서 사진찍기 좋음 의자가 불편함 커피를 좋아하는 사람이라면 한번 방문해서 사진찍고 재방문하지 않을 것 같음"
19,배곧 윌로우 우드,방문자 리뷰,"오픈 마감시간 잘 안 지키시네요. 전에 왔을 땐 오픈시간 넘어서도 직원이 없어서 문의 남기니 오는 중이라고 해서(저도 카페알바 해봤지만 오픈 시간 전에 미리 와
서 준비해야 하는 거 아닌가요) 시간이 많지 않아 다른 곳으로 갔고, 오늘은 인스타나 네이버에 정상영업 한대서 조기마감한다는 다른 곳 제치고 왔더니 30분 일찍
닫는다네요? 인스타에 오늘도 정상 영업한다고 해놓으시곤 오고나니 조기마감. 온라인으로 소통 잘 하시던데 차라리 오후에라도 공지하시지 그러셨어요. ..."
20,배곧 윌로우 우드,방문자 리뷰,분위기도 너무 좋고 음료도 케이크도 너무 맛있어요ㅠㅠ
21,배곧 윌로우 우드,방문자 리뷰,케잌도 맛있어요
22,배곧 윌로우 우드,방문자 리뷰,"마싯당 사람많당
카운터 계산해주시는 직원분 살짝 불친절쓰,,
맛있어서 괜쥰"
23,배곧 윌로우 우드,방문자 리뷰,"인테리어 이쁘고 디저트는 맛있는 편임.
근데 인기가 많아서 좋은 자리를 선점하려면 일찍 가야하는 편. 아메리카노는 탄 맛이 좀 나는 편인 듯"
24,배곧 윌로우 우드,방문자 리뷰,분위기 좋아요^^ 커피 진하고 맛있습니다.
25,배곧 윌로우 우드,방문자 리뷰,요즘 커피숍들처럼 좌석이 안편해여😅 분위기는 아주 좋아요!ㅋㅋㅋ
26,배곧 윌로우 우드,방문자 리뷰,먹고 맛있어서 하나 더 추가주문했네요
27,배곧 윌로우 우드,방문자 리뷰,인테리어  멋지네요 공원뷰도 커피맛도 조아요
28,배곧 윌로우 우드,방문자 리뷰,아울렛 왔다 후기 좋아서 와봤더니 분위기는 좋은데 커피맛은 그냥.. 특별함은 없었어요 흑임자라떼도 흑임자 맛 안느껴지고
29,배곧 윌로우 우드,방문자 리뷰,"감각적인 분위기의 카페에요
커피도 맛있고 힐링하기좋아서 또 오고싶어요"
30,배곧 윌로우 우드,방문자 리뷰,인테리어가 정말 멋있는 카페에요! 생각보다 넓어서 놀랬어요
31,배곧 윌로우 우드,방문자 리뷰,도산공원에 온 줄 알았다. 사장님 감각에 무릎 탁 ! 확장 하신게 신의 한 수 이신거 같다.
32,배곧 윌로우 우드,방문자 리뷰,커피가 찐으로 맛있지만 양이 상상 이상으로 적다능
33,배곧 윌로우 우드,방문자 리뷰,커피맛있고 디저트 맛잇어요!!!
34,배곧 윌로우 우드,방문자 리뷰,커피도 맛있고 인테리어가 넘 멋져요!
35,배곧 윌로우 우드,방문자 리뷰,공원 뷰 좋고 분위기 다른공간 또 잇어 색다르고 모닝커피 천원할인해주고 가끔 올 듯~~~ 주차장이 협소한거빼고  좋네요
36,배곧 윌로우 우드,방문자 리뷰,분위기가 좋아요
37,배곧 윌로우 우드,방문자 리뷰,"카페리뷰 왠만하면 잘안적는데 적습니다. 다리기브스하신 직원분 손님을보면 인사를하는게우선이고요 나갈때도 인사하는게예의고 서비스입니다. 커피와 케익맛
은좋았으나 요즘 그런곳많잖아요? 전체적으로 직원들이 일하기싫어보일만큼 말투며 친절하다고느낀게1도없는카페 맛과는 별개로 별점이있다면 0.5개도아까운
카페입니다  기브스하신분 주차증여쭤보니 그냥가시면돼요 하고 정리만하는게 주문받을때부터 어이가어찌나없던지 사장님이 이글을보길바라며 직원교육..."
38,배곧 윌로우 우드,방문자 리뷰,분위기좋아요
39,배곧 윌로우 우드,방문자 리뷰,음료 커피 괜찮구요  티라미수 부드럽고 촉촉하니 맛있어요  인테리어 너무 멋있고 좋은데  의자나 테이블이 좀 불편해요
40,배곧 윌로우 우드,방문자 리뷰,치즈케이크 완전맛있음
41,배곧 윌로우 우드,방문자 리뷰,좋으네요👍
42,배곧 윌로우 우드,방문자 리뷰,치즈케이크 드셔보세요 너무 맛있어요 ㅠㅠ
43,배곧 윌로우 우드,방문자 리뷰,커피 맛있어용
44,배곧 윌로우 우드,방문자 리뷰,직원분들이 친절하고 가게 예뻤어요🥰^^
45,배곧 윌로우 우드,방문자 리뷰,주말 오전에 조용히 시간 보내기 좋네요! 인테리어도 예뻐요
46,배곧 윌로우 우드,방문자 리뷰,"새단장한 윌로우우드 
분위기 오졌다. ."
47,배곧 윌로우 우드,방문자 리뷰,리모델링해서 더 넓어졌어용
48,배곧 윌로우 우드,방문자 리뷰,"밖에서봤을때  기대해서 들어왔는데
기대만큼은 아니네요"
49,배곧 윌로우 우드,방문자 리뷰,ㅑㄹ
50,배곧 윌로우 우드,방문자 리뷰,분위기가 좋아요. 사진찍기에 깔끔하고 예술적인듯한 인테리어 입니당 ㅎ
51,배곧 윌로우 우드,방문자 리뷰,주말이라 그런지 사람이 많았어요! 예쁜 분위기와 힙한 소품들이 가득!
52,배곧 윌로우 우드,방문자 리뷰,확장해서 자리도 많아지고 더 멋있어졌어요
53,배곧 윌로우 우드,방문자 리뷰,굿
54,배곧 윌로우 우드,방문자 리뷰,멋져요
55,배곧 윌로우 우드,방문자 리뷰,"새건물이어서 깨끗하고, 인테리어도 예뻐요
커피도 존맛"
56,배곧 윌로우 우드,방문자 리뷰,"너무 이쁜곳이네요 확장하면 또 가고싶어요
상가에 있는 카페라고 생각했는데
이뻐요"
57,배곧 윌로우 우드,방문자 리뷰,.
58,배곧 윌로우 우드,방문자 리뷰,분위기 넘 좋아여
59,배곧 윌로우 우드,방문자 리뷰,분위기 맛집 티라미슈 맛집 .. 굿굿
60,배곧 윌로우 우드,방문자 리뷰,가게가 너무 예뻐요~ 음료도 진짜 맛있네요ㅠㅠ 분위기도 좋고 좌석간 거리도 멀어서 넘 편했어요!
61,배곧 윌로우 우드,방문자 리뷰,인테리어 너무 이뻐요
62,배곧 윌로우 우드,방문자 리뷰,얼그레이 티라미수 때문에 배곧에 오면 여기만 오게 되네요.. 매장 한켠에 선인장 머리에 털조차 예쁜 인테리어..
63,배곧 윌로우 우드,방문자 리뷰,"오랜만에 재방문했는데 올때마다 너무 좋아요!! 우선 인테리어가 모던하니 깔끔하게 잘되어있어서 눈도 즐겁고 대충찍어도 무조건 인생샷 남길 수 있습니다 ㅎㅎ
ㅎ 사장님도 너무너무 친절하시고 커피도 정말 맛있어요 배곧오면 꼭 오는 카페,,💗 번창하세요~~ (티라미슈 무족건 먹어야함!!!)"
64,배곧 윌로우 우드,방문자 리뷰,분위기 너무 좋아요
65,배곧 윌로우 우드,방문자 리뷰,좋아여 좋아요
66,배곧 윌로우 우드,방문자 리뷰,굿
67,배곧 윌로우 우드,방문자 리뷰,조아요
68,배곧 윌로우 우드,방문자 리뷰,맛있어요
69,배곧 윌로우 우드,방문자 리뷰,좋아요
70,배곧 윌로우 우드,방문자 리뷰,"오랜만에 재방문 했는데 새로운 음료랑 디저트가 생겼네요 더블유라떼?! 진짜 부드러웠어요 다만 오늘 너무 소란스러워서 불편했어요ㅠ 무례하게 구는 커플 때문
에 저희뿐만 아니라 사람들 다 눈치 보는데 본인들은 모르더라고요,, 왜 피해를 다른 사람들에게도 주는지,,  개인적으로 다른 곳보다 여기 티라미수 크림과 맛이 
진해서 좋아했는데  번트 치케..👍🏻👍🏻"
71,배곧 윌로우 우드,방문자 리뷰,.
72,배곧 윌로우 우드,방문자 리뷰,너무 좋아요><
73,배곧 윌로우 우드,방문자 리뷰,"공원 앞 카페라는 위치도 좋구 분위기가 특이해요~
일단 커피가 진리예요!!
의자도 뒤로 비스듬히 누울 수 있어서 편해요!"
74,배곧 윌로우 우드,방문자 리뷰,"디카페인이 진짜 맛있어요~
먹어본 디카페인 중에 원탑👍"
75,배곧 윌로우 우드,방문자 리뷰,"카페라떼는 비추해요 샷추가했는데도 연해요 ㅜ 
그 외에 시그니처 라떼나 흑임자 라떼는 맛있습니다 👍🏻"
76,배곧 윌로우 우드,방문자 리뷰,맛있어요 ㅠㅠ
77,배곧 윌로우 우드,방문자 리뷰,좋아요
78,배곧 윌로우 우드,방문자 리뷰,"일단 찾아가는 길이 너무 복잡하다. 음료는 밍밍 하고 맛이 없다.  컵에 작은 얼음 하나 넣어줬는데.. 미지근한 라떼.. 티라미수는 아래빵부분에서 오래된 냉장고 냄
새가 나서 먹기 힘들었다. 그렇다고 .. 크림이 맛있지도 않았다.. 저렴한 생크림맛?..이라 느끼하고 카카오가루맛만으로 덮은 느낌.. 또 의자는 세상 불편.. 그나마 
편한 의자 앉으니 (사람도 많이없었는데) 단체석이라고 앉지 말라더니 3명 앉히고 나서 단체 기준이 3명이란다.. 다 이해한다해도.. 사장님.. 케이크에서 냉..."
79,배곧 윌로우 우드,방문자 리뷰,분위기 좋아요. 사진 찍기 딱이에요. 자리는 불편해요. 커피를 모시듯 해야합니다.
80,배곧 윌로우 우드,방문자 리뷰,맛있어요
81,배곧 윌로우 우드,방문자 리뷰,"w라떼 고소하고 달콤하니 맛나네요. 모던한 분위기에 테이블 사이간격도 넓직하니 시원해서 좋아요.
초코라떼도 진해서 맛있게 먹었어요!"
82,배곧 윌로우 우드,방문자 리뷰,"오전에 방문하니 커피 1,000원 할인해줘서 좋았어요!
얼그레이 티라미수랑 W라떼 진짜 맛있어요✨✨
인테리어도 깔끔해서 좋았습니다~"
83,배곧 윌로우 우드,방문자 리뷰,좋아영
84,배곧 윌로우 우드,방문자 리뷰,티라미슈랑 아아맛있어요~~~
85,배곧 윌로우 우드,방문자 리뷰,좋아요 의자가  쬐금 그래요
86,배곧 윌로우 우드,방문자 리뷰,갈때마다 기분이 좋아져요ㅎㅎ
87,배곧 윌로우 우드,방문자 리뷰,굿
88,배곧 윌로우 우드,방문자 리뷰,"디저트 맛집 ㅠㅠ특히 티라미수랑 새로나온 치즈케이크는 중독적으로 계속 생각나요! 진짜 배곧에 티라미수 맛집 생겨서 너무 좋구 갈때마다 더 맛있는기분입니다! :) 
특히 노을 뷰 맛집으로 친구들데리고 가기 추천하는 카페인데 늘 디저트랑 음료 퀄리티 좋아서 친구들이 좋아해요~~뿌듯 ㅎㅎㅎ"
89,배곧 윌로우 우드,방문자 리뷰,굿
90,배곧 윌로우 우드,방문자 리뷰,좋아요
91,배곧 윌로우 우드,방문자 리뷰,아인슈페너 맛있어요.쇼파테이블이 딱 하나인데 거기 앉으니 편하네요
92,배곧 윌로우 우드,방문자 리뷰,커피 맛있어요ㅎㅎ일부러 기다린 보람이 있네요^^
93,배곧 윌로우 우드,방문자 리뷰,강력한인테리어강력한무드
94,배곧 윌로우 우드,방문자 리뷰,굿굿
95,배곧 윌로우 우드,방문자 리뷰,커피 맛있어요
96,배곧 윌로우 우드,방문자 리뷰,"인테리어가 너무 너무 제 맘에 쏙 들었어요!! 사소한 곳에 보이는 사장님 센스가 제 맘에 들어왔어요ㅠ !! 아메리카노랑 초코라떼 먹었는데 실패할 일 없는 기본 메
뉴지만 역시나 맘에 쏙!!  담엔 시그니처 메뉴 도전하러 또 올께요 친절한 사장님도 짱!!"
97,배곧 윌로우 우드,방문자 리뷰,"직원들이 친절하진 않네요 ㅠ
쾌적하고 분위기 너무 좋아요 노래좋아용"
98,배곧 윌로우 우드,방문자 리뷰,굿
99,배곧 윌로우 우드,방문자 리뷰,굿
100,배곧 윌로우 우드,방문자 리뷰,"주차하고 삥삥 걷느라 힘들었어요 위치가 애매하네요 쇼파 자리 잡고 주문하는데 인사도 없이 보자마자  3인 이상만 앉을 수 있다해서 기분 팍 상했는데 음료는 맛
있네요  위치에 비해 가격이 비싼 느낌 자리도 불편한 느낌 전반적으로 3점 드립니다"
101,배곧 윌로우 우드,방문자 리뷰,"티라미수 맛잇어요
근데 테이블 낮아서 허리아파 죽어요 ㅠㅠ"
1,배곧 양푼애등갈비,방문자 리뷰,고기 양도 많은편이고 부드럽고 소스도 맛있고 매운거 땡길때 어느 갈비찜집보다도 존맛
2,배곧 양푼애등갈비,방문자 리뷰,"버섯추가 곤드레밥추가 필슈입니다!!
너무맛있어요!"
3,배곧 양푼애등갈비,방문자 리뷰,굿굿
4,배곧 양푼애등갈비,방문자 리뷰,달긴한데 맛있어요
5,배곧 양푼애등갈비,방문자 리뷰,그ㅡㅅ
6,배곧 양푼애등갈비,방문자 리뷰,좋아요
7,배곧 양푼애등갈비,방문자 리뷰,맛있어욤!
8,배곧 양푼애등갈비,방문자 리뷰,처음 방문했는데 너무 맛있어요! 기본도 매우니까 매운거 못 드시면 덜매운맛으로 드세요!
9,배곧 양푼애등갈비,방문자 리뷰,ㄷ
10,배곧 양푼애등갈비,방문자 리뷰,여기 꼭 가세요! 너무 맛있어요
11,배곧 양푼애등갈비,방문자 리뷰,순한맛 먹는게 좋을거 같아요. 기본맛도 되게 맵습니다. 맛있게 잘 먹었습니다.
12,배곧 양푼애등갈비,방문자 리뷰,자주 포장해요
13,배곧 양푼애등갈비,방문자 리뷰,기대안하고갔는데맛있어요
14,배곧 양푼애등갈비,방문자 리뷰,ᆢ
15,배곧 양푼애등갈비,방문자 리뷰,맛있어요
16,배곧 양푼애등갈비,방문자 리뷰,등갈비 먹고싶어서 50분 걸려서 찾아갔는데 후회없는 밥 먹었어요. 갈비 맛있고 사장님 넘 친절하세요~ 아이들 데리고 다시 가야겠어요. ㅎ
17,배곧 양푼애등갈비,방문자 리뷰,정말 맛있었어요 ! 진짜 맵단이었습니다!
