,num,name,blog or review,visitor review
1205,31,배곧 정씨함박 배곧점,방문자 리뷰,아이가 좋아하는 곳이라 자주 가는데 갈 때마다 늘 맛있게 먹고 오는 곳이에요. 소스도 듬뿍 비주얼도 훌륭 맛은 최고에요.
1206,32,배곧 정씨함박 배곧점,방문자 리뷰,처음 기본 반찬에도 떡볶이가 같이 나오는 것도 좋고 맛있어요. 비쥬얼도 좋고 맛도 최고 파스타나 다른 메뉴도 먹어 보러 다시 방문하려 구요.
1207,33,배곧 정씨함박 배곧점,방문자 리뷰,드디어 온 정씨 함박 비쥬얼도 맛도 최고입니다.
1208,34,배곧 정씨함박 배곧점,방문자 리뷰,함박 별로 안 좋아하는 편이라 잘 안 먹는데 정씨 함박 정말 맛있네요. 다음에 또 생각 날 것 같아요. 파스타도 너무 맛있게 잘 먹었습니다.
1209,35,배곧 정씨함박 배곧점,방문자 리뷰,주변에 왔다가 들렸는데 맛집 찾았어요. 맛있습니다.
1210,36,배곧 정씨함박 배곧점,방문자 리뷰,맛있어요. 오픈 주방에 매장도 깔끔하고 예뻐요 아이랑 함께 먹기 너무 좋아요.
1211,37,배곧 정씨함박 배곧점,방문자 리뷰,식전 떡볶이도 나오는데 분식 집 떡볶이로 맛있었어요. 함박은 담백하고 만족스러웠어요. 김치볶음밥과 조합이 좋아요.
1212,38,배곧 정씨함박 배곧점,방문자 리뷰,네이버 검색해보고 왔는데 확실히 평점이 높은 이유가 있네요. 여자친구가 함박스테이크를 안 먹어서 회사 사람이랑 왔는데 앞으로 자주 올게 요 이번엔 투움 바 먹었는데 다른 메뉴도 먹어봐야겠어요.
1213,39,배곧 정씨함박 배곧점,방문자 리뷰,양도 많고 깔끔하고 친절하셔서 좋네요 갬성 한 분위기도 좋고 데이트 장소로 추천합니다.
1214,40,배곧 정씨함박 배곧점,방문자 리뷰,함박스테이크 안 좋하는데 이제부터 여기선 함박스테이크 먹을 것 같아요. 맛있어요.
1215,41,배곧 정씨함박 배곧점,방문자 리뷰,아이가 좋아하는 곳이라 자주 가는데 갈 때마다 늘 맛있게 먹고 오는 곳이에요. 소스도 듬뿍 비주얼도 훌륭 맛은 최고에요.
1216,42,배곧 정씨함박 배곧점,방문자 리뷰,처음 기본 반찬에도 떡볶이가 같이 나오는 것도 좋고 맛있어요. 비쥬얼도 좋고 맛도 최고 파스타나 다른 메뉴도 먹어 보러 다시 방문하려 구요.
1217,43,배곧 정씨함박 배곧점,방문자 리뷰,드디어 온 정씨 함박 비쥬얼도 맛도 최고입니다.
1218,44,배곧 정씨함박 배곧점,방문자 리뷰,함박 별로 안 좋아하는 편이라 잘 안 먹는데 정씨 함박 정말 맛있네요. 다음에 또 생각 날 것 같아요. 파스타도 너무 맛있게 잘 먹었습니다.
1219,45,배곧 정씨함박 배곧점,방문자 리뷰,주변에 왔다가 들렸는데 맛집 찾았어요. 맛있습니다.
1220,46,배곧 정씨함박 배곧점,방문자 리뷰,맛있어요. 오픈 주방에 매장도 깔끔하고 예뻐요 아이랑 함께 먹기 너무 좋아요.
1221,47,배곧 정씨함박 배곧점,방문자 리뷰,식전 떡볶이도 나오는데 분식 집 떡볶이로 맛있었어요. 함박은 담백하고 만족스러웠어요. 김치볶음밥과 조합이 좋아요.
1222,48,배곧 정씨함박 배곧점,방문자 리뷰,네이버 검색해보고 왔는데 확실히 평점이 높은 이유가 있네요. 여자친구가 함박스테이크를 안 먹어서 회사 사람이랑 왔는데 앞으로 자주 올게 요 이번엔 투움 바 먹었는데 다른 메뉴도 먹어봐야겠어요.
1223,49,배곧 정씨함박 배곧점,방문자 리뷰,양도 많고 깔끔하고 친절하셔서 좋네요 갬성 한 분위기도 좋고 데이트 장소로 추천합니다.
1224,50,배곧 정씨함박 배곧점,방문자 리뷰,함박스테이크 안 좋하는데 이제부터 여기선 함박스테이크 먹을 것 같아요. 맛있어요.
1225,1,배곧 저스트텐동 배곧신도시점,방문자 리뷰,두 번째 방문이지만 오늘도 너무 바삭한 튀김을 먹을 수 있어서 좋았어요. 또 오겠습니다. 다음엔 다른 거 먹어보려고 요 생맥주도 캬.
1226,2,배곧 저스트텐동 배곧신도시점,방문자 리뷰,늦은 저녁 식사 시간에 들러 맛있게 먹었습니다. 생선 텐동 세트가 푸짐하니 좋았어요.
1227,3,배곧 저스트텐동 배곧신도시점,방문자 리뷰,텐동을 너무 좋아하는데 배곧에서 맛있는 텐동 집을 드디어 찾았어요. 매장이 1층에 있어서 자주 봤던 곳인데 입구부터 감성적인 분위기 물씬이라 제 취향이었는데 어쩜 맛도 있어요. 튀김도 잘 튀겨주시고 음식도 하나같이 다 맛있고 친절하세요. 맛있고 배부른 식사를 하고 왔어요. 다음에 또 방문할 게요 저스트텐동 꼭 방문해보세요. 추천.
1228,4,배곧 저스트텐동 배곧신도시점,방문자 리뷰,친절한 응대 감사합니다. 토마토 절임이 맛있다는 리뷰를 우연히 봐서 주문해 봤는데 진짜 맛있네요. 토마토에 설탕 뿌린 맛인데 레몬이 위에 있으니까 레몬 향도 살짝 나 고 방울토마토 껍질을 벗겨 놓은 거라 식감도 부드러워서 주문하길 잘했다는 생각이 들었어요. 장국 먹다가 사레 걸렸는데 기 침하면서 아 코로나로 생각하 시면 어떡하지 하면서 앞에 친구한테 장국 마시다가 사레 걸 렸다고 하는 걸 다행히 들으셨는지 사 레야 사레 라고 하시는 걸 들어서 안심했네요.
1229,5,배곧 저스트텐동 배곧신도시점,방문자 리뷰,텐동 생각날 때 들르는 곳이에요. 혼밥하기도 좋음. 간 장소스의 비밀 알고 싶어요.
1230,6,배곧 저스트텐동 배곧신도시점,방문자 리뷰,저스트 한상 먹었는데 맛있었어요. 튀김도 맛있고 소스도 넉넉해서 잘 먹었어요. 평소 와보고 싶던 곳인데 오게 되어서 좋았어요. 맛집으로 인정드려 요 직원 분들도 친절하시고 밥도 맛있고 반찬으로 나온 오징어젓갈도 짱맛 새우 튀김도 튼 실하니 맛 났어요. 추천드려요.
1231,7,배곧 저스트텐동 배곧신도시점,방문자 리뷰,아기의자 있어서 좋았고 맛있었어요. 재 방문 의사 있음.
1232,8,배곧 저스트텐동 배곧신도시점,방문자 리뷰,바삭바삭 굿굿.
1233,9,배곧 저스트텐동 배곧신도시점,방문자 리뷰,맛잇어요. 혼밥도 좋아요.
1234,10,배곧 저스트텐동 배곧신도시점,방문자 리뷰,존 맛탱 또 가고 싶어요. 겉바 속촉이고 다음에 가면 김 추가 3번 하려고 요 우동도 맛있고 가성비 짱이에요. 텐동에 간장 소스 뿌려 먹으면 느끼함도 잡아주고 바삭바 삭해요. 또 가고 싶어요.
1235,11,배곧 저스트텐동 배곧신도시점,방문자 리뷰,대기 있어도 맛집이라 안 갈 수가 없어요. 에 비텐동 새우에 진심 임. 사장님 덕분에 인생 새우튀김을 맛 봅니다 소스도 너무 맛있어요.
1236,12,배곧 저스트텐동 배곧신도시점,방문자 리뷰,냉우동 면발이 완젼 탱글탱글탱글 최고예요. 웨이팅 해도 먹고 싶을 만큼 가성비도 너무 좋구요. 엄마랑 엄지척 하며 먹었어요. 맛집 인정.
1237,13,배곧 저스트텐동 배곧신도시점,방문자 리뷰,텐동은 처음 먹어봤는데 맛있어요. 색다르고 튀김 종류도 다양해서 좋아요. 튀김이 정말 바삭하고 맛있습니다.
1238,14,배곧 저스트텐동 배곧신도시점,방문자 리뷰,너무 바삭하고 맛있어요.
1239,15,배곧 저스트텐동 배곧신도시점,방문자 리뷰,불금이라 회사가 일찍 마쳐 차 타고 배곧 가쏘요오 신도시 조아 요 맛있구 한 번 더 가구 싶어요. 딱 6시에 가니까 웨이팅 없어서 좋았어요.
1240,16,배곧 저스트텐동 배곧신도시점,방문자 리뷰,맛나요 맛나요.
1241,17,배곧 저스트텐동 배곧신도시점,방문자 리뷰,맛도 좋고 분위기도 좋아요.
1242,18,배곧 저스트텐동 배곧신도시점,방문자 리뷰,마싯음 하지만 깍두 기 마니 달라 하세요. 아무래도 튀김이라 점점 느끼해지는 건 어쩔 수 없는 듯.
1243,19,배곧 저스트텐동 배곧신도시점,방문자 리뷰,디게 맛있어요. 가보세요들.
1244,20,배곧 저스트텐동 배곧신도시점,방문자 리뷰,텐동 처음 먹어봤는데 진짜 너무 맛있어요. 왜 이걸 이제야 알았을까 튀김 엄청 바삭하죠. 모든 튀김이 다 다른 매력으로 맛있더라고요 바질 샐러드도 최고 맛집 인정합니다. 직원 분들도 친절 하구 좋아요.
1245,21,배곧 저스트텐동 배곧신도시점,방문자 리뷰,대기 있어도 맛집이라 안 갈 수가 없어요. 에 비텐동 새우에 진심 임. 사장님 덕분에 인생 새우튀김을 맛 봅니다 소스도 너무 맛있어요.
1246,22,배곧 저스트텐동 배곧신도시점,방문자 리뷰,냉우동 면발이 완젼 탱글탱글탱글 최고예요. 웨이팅 해도 먹고 싶을 만큼 가성비도 너무 좋구요. 엄마랑 엄지척 하며 먹었어요. 맛집 인정.
1247,23,배곧 저스트텐동 배곧신도시점,방문자 리뷰,텐동은 처음 먹어봤는데 맛있어요. 색다르고 튀김 종류도 다양해서 좋아요. 튀김이 정말 바삭하고 맛있습니다.
1248,24,배곧 저스트텐동 배곧신도시점,방문자 리뷰,너무 바삭하고 맛있어요.
1249,25,배곧 저스트텐동 배곧신도시점,방문자 리뷰,불금이라 회사가 일찍 마쳐 차 타고 배곧 가쏘요오 신도시 조아 요 맛있구 한 번 더 가구 싶어요. 딱 6시에 가니까 웨이팅 없어서 좋았어요.
1250,26,배곧 저스트텐동 배곧신도시점,방문자 리뷰,맛나요 맛나요.
1251,27,배곧 저스트텐동 배곧신도시점,방문자 리뷰,맛도 좋고 분위기도 좋아요.
1252,28,배곧 저스트텐동 배곧신도시점,방문자 리뷰,마싯음 하지만 깍두 기 마니 달라 하세요. 아무래도 튀김이라 점점 느끼해지는 건 어쩔 수 없는 듯.
1253,29,배곧 저스트텐동 배곧신도시점,방문자 리뷰,디게 맛있어요. 가보세요들.
1254,30,배곧 저스트텐동 배곧신도시점,방문자 리뷰,텐동 처음 먹어봤는데 진짜 너무 맛있어요. 왜 이걸 이제야 알았을까 튀김 엄청 바삭하죠. 모든 튀김이 다 다른 매력으로 맛있더라고요 바질 샐러드도 최고 맛집 인정합니다. 직원 분들도 친절 하구 좋아요.
1255,31,배곧 저스트텐동 배곧신도시점,방문자 리뷰,맛있어요.
1256,32,배곧 저스트텐동 배곧신도시점,방문자 리뷰,저의 계란 사랑 진짜 터트려서 비벼 먹으면 너무 맛있어요. 잘 비벼서 드셔야 해요. 그래야 양념이 잘 버무려져서 진짜 짱 맛있어요. 밥 양은 많은 편이에 요 밥 와사비 김튀김 조합 최고에 요 진짜 짱.
1257,33,배곧 저스트텐동 배곧신도시점,방문자 리뷰,락토오보텐 동 맛있어요. 비건 텐동이 있다니 너무 신선했어요. 튀김도 맛있고 양도 푸짐합니다.
1258,34,배곧 저스트텐동 배곧신도시점,방문자 리뷰,튀김류도 맛있지만 연어도 너무 신선해요. 웨이팅 있어서 조금 기다렸지만 먹으면 기다린 보람이 있어요. 또 먹고 싶네요.
1259,35,배곧 저스트텐동 배곧신도시점,방문자 리뷰,음식이 아주 맛있네요. 분위기 맛집이에요. 재료도 신선하고 가격도 합리적이고 좋네요. 개인적으로 강추하고 싶은 음식점이에요. 아주 만족해요. 다음에 또 올게요.
1260,36,배곧 저스트텐동 배곧신도시점,방문자 리뷰,여자가 스페셜 먹기에는 양이 많은 것 같네요. 맛은 좋아요.
1261,37,배곧 저스트텐동 배곧신도시점,방문자 리뷰,텐동 맛집하면 딱 떠오르는 집이예 요 웨이팅 해도 그만큼 먹을 가치가 있어요. 몇 일 전에 다녀왔는데 또 먹고 싶어서 친구랑 또 옴. 역시 튀김도 소스도.
1262,38,배곧 저스트텐동 배곧신도시점,방문자 리뷰,행복해지는 맛 너무 맛있어요.
1263,39,배곧 저스트텐동 배곧신도시점,방문자 리뷰,배곧 텐동 맛집 드디어 찾았네요. 튀김 퀄리티가 넘사벽이에 요 진짜 맛있게 잘 먹었습니다. 샐러드도 상큼하고 신선해서 맛있었어요. 포장도 되서 앞으로 자주 픽업해서 먹을 거 같아 요.
1264,40,배곧 저스트텐동 배곧신도시점,방문자 리뷰,맛있어요.
1265,41,배곧 저스트텐동 배곧신도시점,방문자 리뷰,맛있어요.
1266,42,배곧 저스트텐동 배곧신도시점,방문자 리뷰,저의 계란 사랑 진짜 터트려서 비벼 먹으면 너무 맛있어요. 잘 비벼서 드셔야 해요. 그래야 양념이 잘 버무려져서 진짜 짱 맛있어요. 밥 양은 많은 편이에 요 밥 와사비 김튀김 조합 최고에 요 진짜 짱.
1267,43,배곧 저스트텐동 배곧신도시점,방문자 리뷰,락토오보텐 동 맛있어요. 비건 텐동이 있다니 너무 신선했어요. 튀김도 맛있고 양도 푸짐합니다.
1268,44,배곧 저스트텐동 배곧신도시점,방문자 리뷰,튀김류도 맛있지만 연어도 너무 신선해요. 웨이팅 있어서 조금 기다렸지만 먹으면 기다린 보람이 있어요. 또 먹고 싶네요.
1269,45,배곧 저스트텐동 배곧신도시점,방문자 리뷰,음식이 아주 맛있네요. 분위기 맛집이에요. 재료도 신선하고 가격도 합리적이고 좋네요. 개인적으로 강추하고 싶은 음식점이에요. 아주 만족해요. 다음에 또 올게요.
1270,46,배곧 저스트텐동 배곧신도시점,방문자 리뷰,여자가 스페셜 먹기에는 양이 많은 것 같네요. 맛은 좋아요.
1271,47,배곧 저스트텐동 배곧신도시점,방문자 리뷰,텐동 맛집하면 딱 떠오르는 집이예 요 웨이팅 해도 그만큼 먹을 가치가 있어요. 몇 일 전에 다녀왔는데 또 먹고 싶어서 친구랑 또 옴. 역시 튀김도 소스도.
1272,48,배곧 저스트텐동 배곧신도시점,방문자 리뷰,행복해지는 맛 너무 맛있어요.
1273,49,배곧 저스트텐동 배곧신도시점,방문자 리뷰,배곧 텐동 맛집 드디어 찾았네요. 튀김 퀄리티가 넘사벽이에 요 진짜 맛있게 잘 먹었습니다. 샐러드도 상큼하고 신선해서 맛있었어요. 포장도 되서 앞으로 자주 픽업해서 먹을 거 같아 요.
1274,50,배곧 저스트텐동 배곧신도시점,방문자 리뷰,맛있어요.
1275,1,배곧 통큰손쭈꾸미마을배곧점,방문자 리뷰,와 진짜 대 박쭈 꾸미도 너무 맛있고 무엇보다 찌개랑 나물 밥이 무한리필인 게 너무 좋아요. 찌개도 맛있고 나물도 맛있어요. 행사 중이라서 200배 좋아요. 또 갈게요 사장님 진짜 엄청 친절하셔서 먹는 내내 기분도 좋았어요.
1276,2,배곧 통큰손쭈꾸미마을배곧점,방문자 리뷰,오늘은 철판으로 먹어봤어요. 삼겹살과 쭈 꾸미의 조화는 언제나 옳다 진짜 맛있었고 밥과 함께 먹으니 너무 황홀 그 자체 또 올거에 영 아 하트 볶음밥 안에 치즈 주르륵 아 짱이에요. 다들 꼭 드셔보세요.
1277,3,배곧 통큰손쭈꾸미마을배곧점,방문자 리뷰,밥 찌개 나물 무한이라 가성비 좋아요. 배곧에 맘 에 드는 쭈 꾸미 집이 없었는데 생겨서 좋아요. 중간 맛 먹었는데 김치 정도의 맵 기여서 다음엔 매운맛으로 먹어보려 구용.
1278,4,배곧 통큰손쭈꾸미마을배곧점,방문자 리뷰,맛있어요. 쭈 꾸미가 탱탱하규 부드러워 여 근데 매운 쭈꾸미 된장찌개도 좀 매콤해서 국은 된 찌보다는 맑은 콩나물국 같은 게 더 맛있을 거 같아 요.
1279,5,배곧 통큰손쭈꾸미마을배곧점,방문자 리뷰,쭈꾸미비빔밥 맛있어요. 불맛나서 맛있네요. 밥이랑 나물 리필되서 좋네요. 직원 분들도 친절하세요.
1280,6,배곧 통큰손쭈꾸미마을배곧점,방문자 리뷰,쭈꾸미가 부드럽고 맛있어요.
1281,7,배곧 통큰손쭈꾸미마을배곧점,방문자 리뷰,불맛나는 쭈 꾸미 진짜 맛있어요. 비빔밥 야채 찌개 밥 다 리필되용 감동쓰.
1282,8,배곧 통큰손쭈꾸미마을배곧점,방문자 리뷰,매운데 계속 들어가는 중독적인 매운 맛이예요 아이는 돈까스 주문해주면 되서 가족 외식하기 좋네요.
1283,9,배곧 통큰손쭈꾸미마을배곧점,방문자 리뷰,매콤하고 맛있어요.
1284,10,배곧 통큰손쭈꾸미마을배곧점,방문자 리뷰,쭈꾸미 포장해와서 저녁 간단히 해결했습니다. 예전에는 인천에서 먹고 쭈 꾸미 포장해왔는데 집 근처에 생겨서 너무 좋네요. 오늘은 애들이 야채도 포장해오라고 해 서 2000원 추가해서 가져왔어요.
1285,11,배곧 통큰손쭈꾸미마을배곧점,방문자 리뷰,쭈꾸미 진짜 맛있어요. 음식도 완전 빨리 나오고 사장님도 엄청 친절하셨어요. 굿.
1286,12,배곧 통큰손쭈꾸미마을배곧점,방문자 리뷰,친구들이랑 왔는데 너무 친절하게 대해 주셔서 행복했습니다. 가족들이랑 단체 손님들 오시면 더더욱 좋을 것 같아 요 일단 음식 맛은 너무 맛있었고 맵다고 하지만 제 입맛엔 맛있는 매콤함이였어요. 근데 사람마다 케바케에 요 담에 또 올게요.
1287,13,배곧 통큰손쭈꾸미마을배곧점,방문자 리뷰,맛있어요. 계산동까지 안 가도 맛볼 수 있어 좋아요.
1288,14,배곧 통큰손쭈꾸미마을배곧점,방문자 리뷰,쭈삼 먹고 왔는데 넘 맛있었습니다. 양념도 감칠맛 나게 입맛을 돋궈주고 나물 반찬도 슴슴하면서 입가 심하기 좋았습니다. 쭈삼 먹고 남은 양념에 슥슥 볶음밥 볶아 먹었는데 배가 불러도 질리지 않고 계속 들어가는 맛이었습니다. 재방문 의사 100 입니다.
1289,15,배곧 통큰손쭈꾸미마을배곧점,방문자 리뷰,새로 오픈해서 처음 와봤는데 맛집이네요. 음식도 푸짐하고 친절하셔요 본점이 원래 유명한 식당이어서 그런지 맛의 기본은 충실한 것 같아요.
1290,16,배곧 통큰손쭈꾸미마을배곧점,방문자 리뷰,너무 맛있어요. 매운맛 조절도 되구 매운맛으로 먹었는데 불맛나고 좋았어요. 사장님도 넘친절하시고 배곧에 쭈꾸미 잘하는 곳 없었는데 앞으로 자주 갈 것 같아 요 번창하세요.
1291,17,배곧 통큰손쭈꾸미마을배곧점,방문자 리뷰,쭈꾸미 양념이 많이 짜서 밥에 양념 듬뿍 떠서 넣는 것보다 쭈 꾸미만 건져 넣는 것을 추천합니다. 양념은 간 보면서 추가로 넣기 비벼 먹는 나물들이 짠 맛을 상쇄 시켜줍니다.
1292,18,배곧 통큰손쭈꾸미마을배곧점,방문자 리뷰,맛있네요. 나물 밥 찌개 리필되니 좋아요. 된장찌개도 맛나요.
1293,19,배곧 통큰손쭈꾸미마을배곧점,방문자 리뷰,직원 분들께서 정말 친절하십니다. 쭈 꾸미 중간 맛 먹었는데 워낙 매운 걸 못 먹어서 맛있게 매워요 보리밥이랑 찌개 반찬 전부 리필이 가능해서 좋습니다. 리필이 필요 없을 정도로 많이 주셔서 리필은 안합니다. 정말 맛있습니다.
1294,20,배곧 통큰손쭈꾸미마을배곧점,방문자 리뷰,쭈꾸미 비빔밥 너무 맛있어요. 달달하면서 맛있게 매콤하고 양도 넉넉해서 배 터지게 먹고 갑니다 맵 기 조절되고 무엇보다 밥이랑 야채 찌개 리필이 되니까 양 껏 먹을 수 있어 너무 좋네요. 기본으로 나오는 것만 먹어도 너무 배 불러 요 함께 온 모두가 맛있게 먹고 갑니다 다음에 또 가겠습니다.
1295,21,배곧 통큰손쭈꾸미마을배곧점,방문자 리뷰,쭈꾸미 진짜 맛있어요. 음식도 완전 빨리 나오고 사장님도 엄청 친절하셨어요. 굿.
1296,22,배곧 통큰손쭈꾸미마을배곧점,방문자 리뷰,친구들이랑 왔는데 너무 친절하게 대해 주셔서 행복했습니다. 가족들이랑 단체 손님들 오시면 더더욱 좋을 것 같아 요 일단 음식 맛은 너무 맛있었고 맵다고 하지만 제 입맛엔 맛있는 매콤함이였어요. 근데 사람마다 케바케에 요 담에 또 올게요.
1297,23,배곧 통큰손쭈꾸미마을배곧점,방문자 리뷰,맛있어요. 계산동까지 안 가도 맛볼 수 있어 좋아요.
1298,24,배곧 통큰손쭈꾸미마을배곧점,방문자 리뷰,쭈삼 먹고 왔는데 넘 맛있었습니다. 양념도 감칠맛 나게 입맛을 돋궈주고 나물 반찬도 슴슴하면서 입가 심하기 좋았습니다. 쭈삼 먹고 남은 양념에 슥슥 볶음밥 볶아 먹었는데 배가 불러도 질리지 않고 계속 들어가는 맛이었습니다. 재방문 의사 100 입니다.
1299,25,배곧 통큰손쭈꾸미마을배곧점,방문자 리뷰,새로 오픈해서 처음 와봤는데 맛집이네요. 음식도 푸짐하고 친절하셔요 본점이 원래 유명한 식당이어서 그런지 맛의 기본은 충실한 것 같아요.
1300,26,배곧 통큰손쭈꾸미마을배곧점,방문자 리뷰,너무 맛있어요. 매운맛 조절도 되구 매운맛으로 먹었는데 불맛나고 좋았어요. 사장님도 넘친절하시고 배곧에 쭈꾸미 잘하는 곳 없었는데 앞으로 자주 갈 것 같아 요 번창하세요.
1301,27,배곧 통큰손쭈꾸미마을배곧점,방문자 리뷰,쭈꾸미 양념이 많이 짜서 밥에 양념 듬뿍 떠서 넣는 것보다 쭈 꾸미만 건져 넣는 것을 추천합니다. 양념은 간 보면서 추가로 넣기 비벼 먹는 나물들이 짠 맛을 상쇄 시켜줍니다.
1302,28,배곧 통큰손쭈꾸미마을배곧점,방문자 리뷰,맛있네요. 나물 밥 찌개 리필되니 좋아요. 된장찌개도 맛나요.
1303,29,배곧 통큰손쭈꾸미마을배곧점,방문자 리뷰,직원 분들께서 정말 친절하십니다. 쭈 꾸미 중간 맛 먹었는데 워낙 매운 걸 못 먹어서 맛있게 매워요 보리밥이랑 찌개 반찬 전부 리필이 가능해서 좋습니다. 리필이 필요 없을 정도로 많이 주셔서 리필은 안합니다. 정말 맛있습니다.
1304,30,배곧 통큰손쭈꾸미마을배곧점,방문자 리뷰,쭈꾸미 비빔밥 너무 맛있어요. 달달하면서 맛있게 매콤하고 양도 넉넉해서 배 터지게 먹고 갑니다 맵 기 조절되고 무엇보다 밥이랑 야채 찌개 리필이 되니까 양 껏 먹을 수 있어 너무 좋네요. 기본으로 나오는 것만 먹어도 너무 배 불러 요 함께 온 모두가 맛있게 먹고 갑니다 다음에 또 가겠습니다.
1305,31,배곧 통큰손쭈꾸미마을배곧점,방문자 리뷰,맛있고 좋아요.
1306,32,배곧 통큰손쭈꾸미마을배곧점,방문자 리뷰,3주 오픈 행사 중 맛있어요.
1307,33,배곧 통큰손쭈꾸미마을배곧점,방문자 리뷰,정말 배곧에서 가성비 최고인 곳 불맛도 확 나니 한 끼 뚝딱 했습니다. 정말 맛 있었습니다. 직원 분들도 너무 친절하시고 서비스도 풍부하니 또 올 의 향이 뿜 뿜 대박나시길.
1308,34,배곧 통큰손쭈꾸미마을배곧점,방문자 리뷰,맛있게 잘 먹었습니다.
1309,35,배곧 통큰손쭈꾸미마을배곧점,방문자 리뷰,오늘 너무 좋았어요. 음식도 맜 있고 직원 분들까지 친절했어요.
1310,36,배곧 통큰손쭈꾸미마을배곧점,방문자 리뷰,대박 맛있어요. 가족들하고 다시 와야 겠어요.
1311,37,배곧 통큰손쭈꾸미마을배곧점,방문자 리뷰,조미료 맛 많이 안 나고 맛있었어요. 가족끼리 저녁 먹으러 가서 맛있게 먹었어요.
1312,38,배곧 통큰손쭈꾸미마을배곧점,방문자 리뷰,쭈꾸미비빔밥을 포장하면 밥 나 물 안 줍니다 그냥 쭈 꾸미만 먹으란 소리에 요 그리고 손님한테 짜증에 화를 내네요 배곧 주민이 우스워 보이시나요.
1313,39,배곧 통큰손쭈꾸미마을배곧점,방문자 리뷰,배곧에 새로 오픈한 쭈 꾸미 전문점이네요 5월 21일까지 쭈 꾸미 비빔밥 8000원에 파는 이벤트 하니 많이 애용하세요.
1314,40,배곧 통큰손쭈꾸미마을배곧점,방문자 리뷰,넘 맛있어요.
1315,41,배곧 통큰손쭈꾸미마을배곧점,방문자 리뷰,맛있고 좋아요.
1316,42,배곧 통큰손쭈꾸미마을배곧점,방문자 리뷰,3주 오픈 행사 중 맛있어요.
1317,43,배곧 통큰손쭈꾸미마을배곧점,방문자 리뷰,정말 배곧에서 가성비 최고인 곳 불맛도 확 나니 한 끼 뚝딱 했습니다. 정말 맛 있었습니다. 직원 분들도 너무 친절하시고 서비스도 풍부하니 또 올 의 향이 뿜 뿜 대박나시길.
1318,44,배곧 통큰손쭈꾸미마을배곧점,방문자 리뷰,맛있게 잘 먹었습니다.
1319,45,배곧 통큰손쭈꾸미마을배곧점,방문자 리뷰,오늘 너무 좋았어요. 음식도 맜 있고 직원 분들까지 친절했어요.
1320,46,배곧 통큰손쭈꾸미마을배곧점,방문자 리뷰,대박 맛있어요. 가족들하고 다시 와야 겠어요.
1321,47,배곧 통큰손쭈꾸미마을배곧점,방문자 리뷰,조미료 맛 많이 안 나고 맛있었어요. 가족끼리 저녁 먹으러 가서 맛있게 먹었어요.
1322,48,배곧 통큰손쭈꾸미마을배곧점,방문자 리뷰,쭈꾸미비빔밥을 포장하면 밥 나 물 안 줍니다 그냥 쭈 꾸미만 먹으란 소리에 요 그리고 손님한테 짜증에 화를 내네요 배곧 주민이 우스워 보이시나요.
1323,49,배곧 통큰손쭈꾸미마을배곧점,방문자 리뷰,배곧에 새로 오픈한 쭈 꾸미 전문점이네요 5월 21일까지 쭈 꾸미 비빔밥 8000원에 파는 이벤트 하니 많이 애용하세요.
1324,50,배곧 통큰손쭈꾸미마을배곧점,방문자 리뷰,넘 맛있어요.
1325,51,배곧 통큰손쭈꾸미마을배곧점,방문자 리뷰,맛있고 좋아요.
1326,52,배곧 통큰손쭈꾸미마을배곧점,방문자 리뷰,3주 오픈 행사 중 맛있어요.
1327,53,배곧 통큰손쭈꾸미마을배곧점,방문자 리뷰,정말 배곧에서 가성비 최고인 곳 불맛도 확 나니 한 끼 뚝딱 했습니다. 정말 맛 있었습니다. 직원 분들도 너무 친절하시고 서비스도 풍부하니 또 올 의 향이 뿜 뿜 대박나시길.
1328,54,배곧 통큰손쭈꾸미마을배곧점,방문자 리뷰,맛있게 잘 먹었습니다.
1329,55,배곧 통큰손쭈꾸미마을배곧점,방문자 리뷰,오늘 너무 좋았어요. 음식도 맜 있고 직원 분들까지 친절했어요.
1330,56,배곧 통큰손쭈꾸미마을배곧점,방문자 리뷰,대박 맛있어요. 가족들하고 다시 와야 겠어요.
1331,57,배곧 통큰손쭈꾸미마을배곧점,방문자 리뷰,조미료 맛 많이 안 나고 맛있었어요. 가족끼리 저녁 먹으러 가서 맛있게 먹었어요.
1332,58,배곧 통큰손쭈꾸미마을배곧점,방문자 리뷰,쭈꾸미비빔밥을 포장하면 밥 나 물 안 줍니다 그냥 쭈 꾸미만 먹으란 소리에 요 그리고 손님한테 짜증에 화를 내네요 배곧 주민이 우스워 보이시나요.
1333,59,배곧 통큰손쭈꾸미마을배곧점,방문자 리뷰,배곧에 새로 오픈한 쭈 꾸미 전문점이네요 5월 21일까지 쭈 꾸미 비빔밥 8000원에 파는 이벤트 하니 많이 애용하세요.
1334,60,배곧 통큰손쭈꾸미마을배곧점,방문자 리뷰,넘 맛있어요.
1335,61,배곧 통큰손쭈꾸미마을배곧점,방문자 리뷰,맛있네요.
1336,62,배곧 통큰손쭈꾸미마을배곧점,방문자 리뷰,새로 생겨서 가봣어요 맛 좋아요.
1337,63,배곧 통큰손쭈꾸미마을배곧점,방문자 리뷰,굿.
1338,64,배곧 통큰손쭈꾸미마을배곧점,방문자 리뷰,
1339,65,배곧 통큰손쭈꾸미마을배곧점,방문자 리뷰,맛있어요.
1340,66,배곧 통큰손쭈꾸미마을배곧점,방문자 리뷰,맛있어요.
